Store_ID,Store_Size_sq_ft,Avg_Monthly_Customers,Num_Employees,Local_Unemployment_Rate,Median_Household_Income,Avg_Local_Disposable_Income,Competition_Count,Parking_Space,Public_Transport_Accessibility,Store_Age,Previous_Year_Revenue,Local_Population_1000s,Tourist_Footfall_1000s,Product_Variety
7439,3961,2344,42,3.6479054735077856,115973,21039,4,84,0.059010470223000655,16,339196.2911356918,231.56936387622724,147.62925689347796,288
8892,7344,1436,11,7.6743690171261445,92137,12140,9,70,0.5374680645053053,14,563489.0692550496,159.0375576498896,138.6419555963617,403
7863,4743,336,48,2.1691985867953303,33937,13785,8,190,0.14259687866359327,2,531933.1201039546,450.84108515404614,52.34863443662048,658
8916,4859,1229,27,5.351463823871568,66731,19901,2,68,0.18731909271137515,6,644238.8144986528,461.5512249596712,184.95373728718033,795
9529,2185,2356,45,8.206920521622294,116862,28279,2,172,0.8915391897315794,5,531501.6058633053,238.49179801072123,35.90877415883338,204
1878,3660,2794,15,4.709863646195451,68665,25491,5,93,0.007403458644891336,12,940938.1116763788,345.43988145635086,180.9793222946253,468
5887,5488,861,46,6.509896811563196,104510,8280,4,188,0.8168200264638685,4,316493.9633931283,124.49893089861223,62.53250866918207,600
5859,5566,2672,37,3.6398338626072864,47500,7212,5,31,0.5169507763356076,4,346622.22463463724,245.72115516353406,26.03271877553375,559
7331,3067,2877,40,7.935963129009378,31750,20213,6,123,0.5592943876453004,5,928664.1421237505,334.1745980030739,165.33660545423413,346
9571,6841,2508,41,2.418232826150077,95018,13078,2,100,0.6717679604563624,7,169065.56237073062,223.4314033331088,0.499090720165829,363
9684,1538,286,45,8.820341159004002,34027,28985,4,146,0.43144499230801037,6,648604.7397143289,210.91978655890696,166.41766353616615,305
8208,4044,2712,21,3.585571091373345,35745,20936,7,33,0.11561188819241475,13,713562.3568590496,50.4495465201242,52.46236840919518,606
6276,6375,2323,39,8.995184253666647,91731,21997,3,53,0.10282022380482381,4,554987.5510867655,411.9320586997013,176.94425455112426,629
3062,2756,2718,9,4.820233930404139,116984,19274,9,67,0.7543621991839425,13,724808.6909408235,450.2019254096517,138.2958364483158,463
1064,4490,2661,36,7.781468595795893,58451,5868,1,80,0.2210351432672849,4,255479.18141077028,486.25858829562446,133.23666657011802,862
9006,3696,2973,7,4.553802382289508,101474,22195,3,54,0.028101683617644202,10,867369.0094943859,373.672123281147,73.06391263296868,849
3568,4968,2704,39,9.24729336987718,91536,21042,1,138,0.9796138890989411,1,226023.12052289702,296.9565405664481,11.880594778154197,439
6463,4208,1508,18,3.013097004146995,42150,20407,2,84,0.9803915193606934,8,460731.19988417474,171.17803391391922,166.01461964111544,506
3027,1801,1900,35,3.4281583141807896,43406,26246,3,78,0.37814133734377986,7,167731.84117738524,499.6847641835743,34.1807590353056,552
3695,2146,2900,35,5.944241001270418,49781,25561,3,55,0.025523844557113207,5,590689.9709356602,315.3887845394475,74.45172837895045,932
6258,6258,2919,21,2.655507512305169,87417,21254,9,166,0.7272646585927497,3,702771.2266830752,356.5193325487008,120.07093710181636,976
6618,3259,694,28,3.5678414776140954,48325,6744,8,61,0.8310120604856692,15,947099.4715857615,357.08277287989296,96.45074771212434,913
7736,5851,1847,27,9.550131057696115,98684,7256,9,88,0.12501369011580976,17,765402.5763064008,430.36330809073166,39.73212703426361,677
1391,2097,2142,22,9.811917289183096,103469,28996,5,166,0.13545861490923627,13,586992.6248087359,54.35264248111365,28.12327137645678,947
6892,2161,1268,18,5.0100746346433755,39436,16859,8,126,0.8222239996967906,15,939355.3154533004,149.11112319411734,24.649254450058123,249
4561,5830,1624,19,9.386288168111484,47669,28580,3,58,0.9219073887152348,19,530593.1542367889,349.4903000765063,172.6015762998402,292
7184,2868,796,19,6.358597405387454,102010,10423,8,88,0.7907548366741496,14,605085.0877889824,452.8155815710555,6.311909812266725,246
4099,4081,649,10,4.157939726990136,106764,10089,8,199,0.20074494916952956,13,636488.6749030862,358.4024518646103,195.40285191997887,505
7278,5368,684,31,7.619189768644789,31843,11608,5,31,0.41152121943422093,12,468981.75329791015,236.07108117215606,39.70573807708282,282
9392,5037,845,19,7.271214452598858,95609,14717,4,102,0.6008424258659141,9,854634.4215092417,212.6999731416177,22.064459375815627,205
4104,6365,2867,40,9.913002552869866,80812,22853,2,194,0.1602934738208287,3,266658.3449605532,382.07660372749416,115.39433095535902,335
8215,5808,1829,12,4.120378299274266,46059,24059,4,55,0.2106024926325083,11,599357.9713344472,383.55696371173707,15.997191588139327,737
3454,6058,861,19,7.376476021293883,116269,22897,2,145,0.282886072068555,10,750009.9305684746,323.17609662756064,120.49065263271899,278
9996,1782,957,7,2.416190040235575,70768,9876,4,82,0.5095132702908365,1,913578.5546889195,181.16016084380166,170.12532896272262,531
3731,5178,488,17,2.9091683095737553,55395,22835,4,95,0.5108048871775476,17,895526.5567908506,466.3196682757446,9.579604293484966,500
9154,2986,920,45,2.031346999608746,50202,26038,1,101,0.8142945193475526,13,557866.2604871278,298.3459739533876,159.97372090570883,624
6056,5582,837,38,9.995685448477385,43273,8007,8,70,0.7530102006876256,14,678845.3060470076,405.72156031174876,78.89548819642374,842
9110,7026,2482,28,8.418189577179822,78889,19325,6,62,0.913735675109942,1,454813.9625163709,146.43871797282424,31.898126766241997,639
4840,5683,2663,44,8.293784117868327,103048,8124,5,53,0.8329017228245964,2,521359.98659218027,204.81835487662755,35.21929605349181,990
2028,6663,698,36,6.077808602305438,118810,6753,4,116,0.2538775483056547,2,915639.2133157445,443.5607823743041,183.75290873884524,422
8385,1960,833,36,4.400536663243519,75510,22996,3,68,0.33129676930399987,7,937633.5938732265,72.54816347298578,22.121150388132893,360
1502,3825,1873,34,3.2101142757014074,117945,8275,7,165,0.5004232436325338,9,905872.6522603177,280.5418900654979,173.35655742313142,711
7910,5254,2230,17,4.277397910771709,100649,13747,1,144,0.014271134563644594,4,224533.7756322744,266.7674659298041,108.84892419672292,799
7938,3968,314,5,5.007769775433113,32881,17443,7,76,0.9039020062837214,2,865075.6191975726,388.05358500863696,7.811235763287816,498
5488,3224,873,38,8.050480775842352,75913,23433,0,112,0.044344212562339225,19,953527.3579193322,176.8521967696996,92.89522914346766,436
1206,2876,1936,19,6.317294311225219,114785,5824,9,128,0.3224412708166363,5,425124.7251162442,148.58006983681975,163.48990289526014,399
6134,4243,1457,48,2.6198690124438615,95037,18880,0,24,0.5691747911964067,9,566781.6604795023,466.7597774479552,145.24055752782007,218
6977,2014,2453,18,2.144232071671298,92457,16041,2,43,0.5178413886068658,13,801185.7302316963,307.26934338130917,97.75648353694358,657
8721,2202,2494,33,2.818657436272505,65343,24414,4,78,0.6544598928258747,12,605870.3238090838,97.11030572764452,172.00997593924342,512
8035,3153,346,38,5.283989709579035,92389,6081,5,57,0.527520175294209,19,994135.1695356244,136.86627299644448,24.07295235604594,679
2484,3566,2365,22,9.465543336392146,108250,16517,3,180,0.2290014257030344,9,510142.0286411455,499.47172678141175,181.98821067847376,483
8858,1522,611,11,7.099219849673773,38656,26683,6,29,0.20107818779387188,10,742548.4400866398,138.0240483134866,169.28824169666976,579
1863,3960,1887,33,8.41460719900412,35741,21876,6,184,0.9072470690754986,19,813332.0261768898,324.71398010915544,141.6553651314472,404
3790,6649,2610,35,5.730996756036388,46661,9764,1,145,0.26396673673559257,10,544690.3741825955,239.05763554802814,163.57754842574985,782
8408,7426,1732,29,4.893328665560342,58690,28586,1,30,0.28097723387951345,12,871285.4251402383,448.5195926824259,108.7631013685332,969
9755,2804,336,42,2.867202981732982,62833,13266,1,43,0.4129528961003446,14,591539.1320864768,389.82586653289746,135.03248581953338,295
6116,4800,218,18,9.00746417748964,101240,16183,1,107,0.13943832714997395,8,470485.7171214683,318.62812831781713,112.11961414155579,432
7019,6730,2442,12,8.265280232223223,107711,24744,8,133,0.5072728444232404,16,197041.3064667523,54.83254180909212,71.08570610158986,119
2757,1861,2577,31,3.344944780781801,87141,29946,4,40,0.6650317617021314,17,454072.21871538175,445.90784337205685,113.77215947223551,722
8574,5227,2159,6,6.098084511010084,108232,26066,7,167,0.7860004920773669,4,760542.8092599558,250.10036187742233,51.49306650638514,757
7374,7495,2422,21,5.898998463369959,69023,21712,4,29,0.7114542418642291,6,929157.7705120966,469.20994385835945,88.05583416815705,803
7892,2784,1201,41,7.000732421492229,70209,17877,4,194,0.1476359640802637,12,326511.46347427927,272.99255578439056,56.15508145204864,532
2678,2014,648,18,9.56949515193009,116612,14982,0,194,0.45606714497092393,18,419711.96559745236,362.40102013222645,24.577557892277802,982
4242,1948,2148,29,6.638171534099837,110522,13968,5,162,0.03858620080817843,7,238564.89469398357,81.18169225998898,64.37237127798123,525
5636,7102,1145,34,6.321738134228949,44440,19639,3,191,0.017797996720949283,5,721650.604806072,385.3182440870536,170.39744363695414,328
2059,6843,1577,33,2.4025834634773116,37960,9674,2,153,0.4401304182738006,10,964169.5870089327,202.0982140903653,76.21615412846114,623
7668,3355,1722,24,2.5032598081441915,52462,9316,5,85,0.252960494457629,6,676856.997863358,208.1115564493014,149.6007297937738,316
4157,6469,340,25,3.498774330614311,47821,20314,1,141,0.6833607948733628,14,655368.8770056036,103.39513011922548,35.03957084763225,690
6915,5062,2120,26,2.2597661735339862,87772,14695,7,151,0.7242407868134125,6,598140.9374503905,116.08571688809103,84.88383183352832,474
3693,4020,292,39,7.946823164560099,57258,20814,0,42,0.8954037245582557,14,179610.16661698287,133.59157529279457,22.97121386703531,135
4627,4581,438,41,7.786642431951705,118952,27187,8,32,0.7606825135390387,12,756553.4437864452,197.69277585714008,27.724212673497938,875
6450,2928,404,20,3.0884498754531435,92524,24709,7,178,0.048244123136541694,12,641844.5891944157,451.38646074902243,123.48727597801383,127
2663,5467,2807,47,8.688631206362247,52115,13379,0,35,0.3716230103577677,8,695329.0919706583,215.71710720353622,121.49636348980222,471
6592,7350,1656,21,3.238288278768896,76433,6214,9,60,0.2730233517521221,10,908929.9837246794,375.9632179534483,42.67438147097244,185
8392,2422,444,20,4.40940469597887,118267,28940,8,20,0.3861324498271612,16,805564.7083549161,87.23637675044213,94.88463885775973,287
2306,4637,1031,6,3.99181519329092,118321,16638,1,130,0.16007565896870157,8,802823.7269390734,315.99445967239666,172.6612333955896,404
7776,3659,494,8,4.978456788584382,109364,15713,2,31,0.09770410369059346,9,934465.3919914128,266.85105407169783,34.84030173529658,865
6864,6632,2887,25,4.037310127119695,100077,20977,1,138,0.5209845425084006,13,990941.4563166996,490.08107612952705,3.842106614702967,521
8526,7012,1055,43,5.9116074115076165,70644,17071,7,197,0.7203813108663943,17,623154.4587649537,430.7934964455333,130.39902813271448,179
9901,4047,2264,38,5.259263050837483,92643,8136,1,39,0.7019109019319428,19,197993.45442804918,254.67339759739238,10.699641617736999,285
6575,4479,270,34,9.892555926234612,43311,11618,9,55,0.45094432217622715,17,513216.9169978927,398.81424382040245,195.9880477144892,104
6530,3781,1492,10,2.4474108010258053,60531,10265,1,98,0.5222789862889461,7,808841.03181548,136.86743358219988,121.9240567597762,657
5413,4149,1548,21,3.137451011098813,44588,28473,0,185,0.5163287225086414,1,124952.79228566427,303.0513473263002,94.07927056879446,965
4748,1813,504,43,2.42260715126882,79416,12965,6,169,0.6915703777680562,14,151198.69452053416,83.57857500591868,85.99850800486135,596
1663,4113,1230,29,7.006729559859006,42380,14597,1,127,0.04792517595602408,17,160442.00414453918,206.64006451325739,114.61413170338628,608
2998,4583,1537,9,2.4360742193097566,72645,13708,9,197,0.7098961088712239,13,757932.1824954797,151.63798172997664,18.124887344042982,713
8994,3756,1016,9,8.691517899008986,47818,11569,4,115,0.5822009007572875,2,551049.9657068548,373.50941689634493,186.00381176389917,101
2495,2537,1326,24,6.095509045455422,60857,22875,4,78,0.1981087146715742,14,432008.1491685342,270.54081104646264,125.12841371037555,316
4304,7252,1020,20,6.21606099665227,51711,10213,2,39,0.04905885374626451,1,195055.34073556238,387.98171548160474,36.795699522181756,636
4763,4989,392,45,6.492756061697554,35097,16881,2,183,0.10852779055788842,5,759016.2251853002,281.8829469341505,112.51621075293257,356
6232,4134,1976,41,3.366509650449686,58393,9228,2,145,0.5246913414192697,7,388917.8294958097,88.91799896823734,26.651301166602327,834
2853,5483,728,44,3.5815224249159003,52076,28892,5,116,0.7584085300912828,19,338791.6630582005,380.91544237963706,3.510543511662423,552
7585,3278,2418,13,4.5505385829840375,114274,9409,3,162,0.33465728712450116,14,687087.2813981959,424.9531687945125,126.1033970427996,523
2291,6610,450,9,6.747971326574811,87609,5590,2,81,0.37912391070522167,14,603109.8033371576,456.58905166075664,129.69666837402556,423
4581,6689,1988,46,3.680942207521716,59317,28763,1,150,0.9341464150461124,15,426169.57763197145,307.39637538801867,116.73931656068311,598
8554,5395,2788,6,2.93065381706609,88480,24440,2,112,0.21301308403257602,5,677338.7237250293,389.11341154977276,36.696640872004615,680
8280,2624,2226,13,9.760935091347458,37044,23590,3,110,0.10374942457535163,5,344099.3683457064,388.4199515971822,120.68597169895341,296
2636,2197,2663,47,2.1758545184769833,101033,7708,5,152,0.34341011380001796,2,815347.2354438942,120.08739190952495,11.302188184903962,603
4696,3679,1603,40,8.421579242688173,85486,10981,3,142,0.7459221194922737,18,306387.05527688854,123.89930935680684,121.84767111438445,371
1698,2904,1367,26,8.304281196600176,85162,17221,7,178,0.6260772910561319,9,242953.92584381407,81.89847761410675,110.80340382152376,793
5737,6751,2272,26,4.377712910760768,109287,27106,2,105,0.4157954393695692,10,804195.4685489874,193.96113581313566,131.0509661678199,117
1854,2543,2915,26,3.0850129280585072,59882,22131,2,182,0.9647525328318305,18,737102.8276281399,263.07886448347904,179.09512115047878,206
9164,3429,1296,38,3.1650291736433873,84078,18785,2,137,0.7349964382945733,4,264375.07813161856,499.0540337393976,170.0716210479073,628
6855,2513,2879,33,7.57945293789754,88734,11553,7,45,0.061861424383293784,8,204621.17742094418,243.9470039306763,196.13083831250776,224
8392,1726,2047,42,7.142452728689389,73826,22881,3,137,0.7446314438540483,18,854559.1796380229,376.8091648283169,195.248206587315,582
7528,3328,704,37,8.261965394011094,117985,6379,0,20,0.02403855590585835,17,798938.6339770192,362.0286618226406,154.46393867475052,693
6249,7088,1821,22,9.499849379192838,74028,12360,1,26,0.6503233231174055,16,394531.6363296978,142.01687761276082,191.2839244355456,103
6172,6417,2583,11,7.535418906132736,81331,8770,9,183,0.21048283629265874,18,692377.66739203,76.3282181522464,173.4567771778224,726
2707,3523,2672,5,3.2468122924115477,62543,24726,1,95,0.6964422090375577,7,211744.16789302972,295.7030381901144,145.51648997899457,450
6791,6466,2746,37,3.9475409341232854,59362,19449,2,106,0.30977956664779616,1,556342.8931429103,365.13751654151423,15.076850928751039,450
6535,3952,1587,5,8.737549846984916,57315,14088,5,172,0.8730063079555649,1,116857.26285437788,499.2133055838152,9.809977653977553,748
5931,3585,2877,28,3.6744486066736686,57746,6546,7,113,0.33691383659146046,18,452441.6928293999,211.37497352652684,167.51991350115404,898
4510,7391,1422,8,2.5801785356358513,40057,24510,0,80,0.619695855404297,4,167358.53932426457,453.3640529364935,97.93117157433966,327
1202,5783,917,8,7.626240432338004,72915,27273,8,48,0.2859275596539883,4,527632.4621411943,221.8696051411339,162.92133687498418,115
5218,2580,538,22,5.220210843921136,51061,11208,0,114,0.9172215451421782,6,479513.4821676049,360.23526879373077,62.58365413104387,909
9958,6536,858,31,9.360320420367229,81370,21350,9,37,0.7809959810281724,3,499946.5239742504,319.21381873267336,79.52997166460256,524
5389,3820,1161,47,7.202040568749292,64157,13875,1,60,0.24330287634460313,6,140798.17184319466,73.84045698616862,140.03734420238638,563
3327,4690,628,36,2.723351822333286,41322,6295,2,166,0.9487967125586596,13,425454.7071536492,85.27479213661633,183.06534738641864,823
9004,4130,1098,37,9.582852538029286,99812,20861,6,151,0.35715758957622823,7,780835.4641899249,59.343840376007435,17.552294895777187,345
3931,4063,338,32,4.068458109121967,107842,18973,8,60,0.6518649476671875,4,432022.9360182581,216.87533806729527,172.29562892692124,897
8777,4792,741,46,4.697699923250286,64017,22769,2,142,0.7428532311143964,1,743654.7573486225,385.61047194470484,158.60254497587306,893
1197,6121,2304,45,5.218083309468336,86792,19481,7,162,0.022902161464912307,6,432530.85127035994,127.73992729582521,63.10785414597093,276
8125,5086,1455,40,2.409794371234506,57742,22326,8,162,0.9589673461572462,5,480915.4973411678,322.6338357727531,71.04332282631192,642
2930,5931,2905,10,5.972123377844839,94808,8280,9,197,0.3444413060873649,13,607502.9015463395,179.97250101398507,9.292295444381926,608
7287,6674,2682,20,2.986547928602338,47629,18597,6,41,0.18977889343122423,19,955613.7431263742,408.6466807905824,3.148122223343597,661
9800,4447,583,38,5.207762613506814,38245,22417,3,165,0.8507077917284981,4,197974.40198198965,409.27826705134595,95.40122527154583,754
5282,5459,2807,27,4.805678303936674,73870,7786,3,99,0.7028992828234144,6,129622.39179505632,398.9365317348906,19.107929099462105,663
3511,4313,393,46,8.182720667412028,94829,7233,3,149,0.08674327262335257,13,647161.4654290406,286.1750812106195,38.8003628830426,332
1659,4083,2781,28,8.425364093061848,40588,6620,5,55,0.11704458137676954,5,954187.3800355837,178.05501953593327,169.35343990533272,777
3811,1661,2765,17,3.227303059112704,30442,8535,3,39,0.715191870653649,13,990750.8192992434,414.24981974538554,114.20567825009049,137
8098,2093,2963,22,4.93240949903381,107339,24589,4,163,0.07478325595908397,10,535747.8226528016,133.74525287265868,126.72648745322267,590
7546,4759,2998,17,4.9868252882546535,70721,7882,8,86,0.9171754351240651,3,521273.45897658856,180.3918209128952,37.495866166384005,543
2986,5655,2432,41,3.2112835514886804,67145,21554,6,139,0.7415401369476332,13,680467.3936706765,132.77646777227972,165.7323608908839,119
9338,4462,2095,47,8.387628040409524,40599,29524,7,177,0.3354922059669888,12,600071.2814844728,353.39457217444146,173.5959544879495,710
3911,5388,2539,43,7.657826626683386,102594,14745,4,74,0.36293877922533824,4,670679.2518527063,358.8062126521181,104.66551874260868,826
2734,4890,931,46,3.523054290376278,112742,8897,4,85,0.5064960962041014,10,886599.4829841048,343.6294967540389,182.51155437573198,655
2843,7497,2363,21,4.933775268750392,107430,20861,6,45,0.3609694136485402,3,771675.5525388484,237.02066008910052,168.96572499091633,210
9680,6001,884,19,2.8464401988521137,32939,25506,7,149,0.7834685514383157,17,547189.6525181159,95.07695324064495,146.2648353348876,586
3976,2163,281,22,7.0256527767443515,52149,26493,8,75,0.9747369441016157,9,515678.01310015266,460.0263130317595,146.81518313872573,188
2959,2632,2580,27,2.9709753963889574,96567,7837,1,53,0.5845215154381931,1,675641.5736618044,278.47893380550715,21.07869479017266,418
6759,6695,2804,34,9.887473348999343,40208,13599,2,75,0.4460373276675289,18,510135.6559782677,233.13748770999118,54.16720753913316,217
7694,2041,2582,38,8.245456597502898,96098,20911,1,74,0.22277414026821718,9,512001.4161390759,314.97120196173194,13.369443963535211,533
3385,6933,731,8,5.1219083966719605,79492,26612,9,39,0.6534334192478002,9,114675.31160785434,136.75569611859763,1.7362418452617323,338
5736,6593,2183,7,6.6285114582348355,50951,25553,6,69,0.6855768618153971,2,256657.72366657757,109.64695059719347,31.661906276782027,171
